 OTUID	N1_40	E3_60	E1_0	N2_0	E3_40	E2_60	N2_40	E3_0	E2_40	E1_40	N3_60	N1_60	N1_0	N2_60	E1_60	E2_0	N3_0	N3_40
OTU_680	1	2	0	1	0	1	7	0	1	0	0	3	4	3	1	3	3	0
OTU_724	0	3	0	0	0	6	1	0	1	1	0	1	0	0	19	0	0	0
OTU_1380	1	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	9	0
OTU_1607	2	1	0	4	0	1	1	0	0	0	0	1	1	0	0	0	2	0
OTU_1005	0	1	0	0	0	1	1	4	0	2	2	4	0	2	0	1	2	1
OTU_1587	1	0	0	10	1	0	2	0	0	0	8	1	8	0	2	0	10	2
OTU_1007	2	1	3	4	0	0	1	0	1	0	7	2	5	1	0	1	2	2
OTU_1454	4	0	0	0	2	0	4	0	0	0	18	2	0	11	0	0	0	2
OTU_787	1	0	1	2	0	0	1	1	0	0	1	0	5	0	0	1	6	0
OTU_1632	0	0	1	0	0	0	1	0	0	0	0	0	0	3	1	0	0	3
OTU_2234	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
OTU_807	0	0	0	3	1	0	0	0	0	0	0	0	7	0	1	0	4	0
OTU_2748	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_939	2	2	3	1	1	3	3	2	1	0	1	1	2	1	1	0	3	0
OTU_1361	1	2	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3
OTU_844	0	0	1	0	0	0	1	1	4	0	1	1	1	0	0	0	0	0
OTU_1531	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0
OTU_952	1	2	0	0	0	2	1	0	1	1	2	0	2	0	0	3	0	2
OTU_609	3	6	3	0	9	4	0	0	9	3	1	1	2	1	1	0	0	3
OTU_2175	0	0	0	3	0	1	0	0	0	0	2	1	0	0	0	0	2	0
OTU_955	1	0	0	1	0	0	0	0	0	0	1	2	4	0	1	0	1	0
OTU_2560	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1352	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	3	0	0
OTU_1114	1	0	0	4	0	0	1	0	0	0	0	0	2	0	0	0	1	0
OTU_874	4	4	2	3	0	0	0	2	0	0	0	0	3	2	1	2	11	0
OTU_2394	0	0	0	0	9	0	0	0	3	1	0	0	0	1	0	0	0	1
OTU_1990	1	0	1	2	1	0	3	0	1	1	1	1	2	1	2	1	1	1
OTU_2173	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1349	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
OTU_824	0	0	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	1
OTU_1279	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0
OTU_1166	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2297	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1988	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0
OTU_936	0	0	1	0	0	0	0	0	2	2	0	3	2	1	0	2	0	2
OTU_1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_2684	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1179	0	0	3	2	1	0	1	0	0	1	0	1	1	0	0	1	2	0
OTU_804	0	3	1	1	2	0	1	4	1	2	3	3	0	2	0	1	0	4
OTU_1023	9	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
OTU_1758	0	1	0	1	0	1	0	5	0	0	0	1	1	1	0	0	0	0
OTU_2049	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0
OTU_1697	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0
OTU_2427	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2526	0	0	5	0	0	0	0	9	0	0	1	0	1	0	0	9	3	0
OTU_1723	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_1629	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0
OTU_2259	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1385	0	0	1	5	0	0	1	0	0	0	0	1	1	0	0	1	1	2
OTU_2691	0	1	2	1	0	0	0	0	3	0	1	0	2	1	0	0	0	1
OTU_1999	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1839	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1524	0	0	0	1	0	1	3	1	0	1	0	2	1	0	0	0	0	0
OTU_1875	1	0	2	0	0	0	0	0	0	0	9	0	0	0	1	0	0	1
OTU_2023	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_791	0	3	0	0	2	1	1	1	0	1	0	2	2	0	1	1	1	0
OTU_568	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0
OTU_1088	0	0	0	7	1	0	0	0	0	0	4	2	4	2	2	0	2	2
OTU_2496	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1386	0	2	0	1	0	0	0	1	1	0	1	2	1	0	0	0	0	0
OTU_2146	2	0	0	0	1	0	1	0	1	0	0	1	1	2	1	0	0	1
OTU_1053	2	1	0	2	0	0	0	0	0	0	2	3	0	6	0	0	0	0
OTU_1313	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
OTU_951	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
OTU_2100	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0
OTU_1995	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1801	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0
OTU_1112	0	2	0	4	0	0	0	0	0	0	0	0	1	0	0	2	4	0
OTU_840	0	1	0	0	0	0	0	2	2	1	0	0	0	0	2	0	0	0
OTU_1510	0	1	3	0	0	1	1	6	0	0	3	0	0	0	1	2	1	1
OTU_2192	0	0	1	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0
OTU_1331	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_2002	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0
OTU_1253	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	2	0
OTU_1097	0	0	0	0	0	1	0	0	0	1	4	4	0	6	0	0	0	0
OTU_814	2	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2551	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_667	0	2	10	0	0	0	0	2	0	0	0	0	0	1	1	4	1	0
OTU_1527	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1572	9	1	1	2	2	0	5	0	0	1	0	2	1	2	2	0	2	3
OTU_1211	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2581	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2721	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	2	1
OTU_1224	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2
OTU_2210	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	2
OTU_1045	1	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0
OTU_2144	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1
OTU_1922	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
OTU_2373	0	0	6	0	1	0	1	5	0	0	0	0	0	0	0	4	1	0
OTU_684	1	0	0	5	1	0	0	11	0	0	0	0	14	0	0	1	5	0
OTU_1595	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1064	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
OTU_2413	0	0	2	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0
OTU_1085	0	0	12	0	1	0	0	9	0	2	0	0	0	0	0	9	0	0
OTU_1052	0	0	0	0	0	2	0	2	1	0	2	1	0	5	2	2	0	1
OTU_1939	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1266	0	0	0	1	0	0	2	0	3	0	0	1	2	0	0	2	0	2
OTU_2191	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
OTU_2789	0	1	0	0	0	3	2	0	2	1	2	1	0	0	2	0	1	1
OTU_2503	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
OTU_1364	0	2	1	0	1	0	1	0	2	0	2	2	0	3	2	0	3	1
OTU_1937	1	0	0	0	0	2	3	0	0	0	0	0	1	0	1	1	2	1
OTU_2762	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_2009	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2718	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
OTU_972	0	0	0	5	0	0	0	0	0	0	0	0	2	1	0	0	0	0
OTU_2745	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2569	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1957	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_622	0	15	0	0	3	5	0	1	0	2	0	2	1	0	4	0	0	0
OTU_1387	1	0	0	4	0	0	0	0	0	1	0	1	6	0	0	0	6	1
OTU_1619	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
OTU_774	0	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0
OTU_405	11	0	0	0	1	0	1	1	0	0	0	9	0	1	0	0	0	6
OTU_2264	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
OTU_1377	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1055	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	1	0
OTU_2211	2	1	1	2	5	1	1	0	5	0	0	0	1	2	1	0	1	0
OTU_1468	4	0	0	0	0	0	0	0	1	0	2	2	0	3	0	1	1	3
OTU_1272	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
OTU_1993	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	3	0
OTU_1340	0	1	0	0	1	3	0	0	0	0	0	0	0	4	0	0	2	1
OTU_1693	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1
OTU_879	1	2	0	2	5	1	1	6	0	0	3	1	0	2	1	2	1	2
OTU_1011	0	1	1	3	0	0	0	0	0	0	5	2	2	2	0	2	0	1
OTU_2585	0	2	0	0	0	0	0	2	1	1	2	1	1	3	1	1	0	0
OTU_1521	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0
OTU_1516	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	1
OTU_2298	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
OTU_2136	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
OTU_1767	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1484	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	2
OTU_2483	4	0	0	2	0	0	1	0	0	1	6	2	1	0	1	0	0	0
OTU_1268	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
OTU_1280	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	4	0
OTU_1318	0	0	0	1	0	0	0	0	0	0	1	0	1	3	0	0	1	0
OTU_1735	0	3	1	2	0	2	1	2	0	3	2	0	0	4	0	0	2	0
OTU_863	3	2	1	1	1	2	3	0	1	1	0	0	0	0	1	1	1	1
OTU_1226	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	3	0
OTU_1574	0	0	13	1	0	0	0	2	0	0	1	0	0	0	0	5	1	0
OTU_1449	0	2	0	0	2	0	1	2	2	0	3	1	0	0	0	0	1	0
OTU_1925	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2633	0	1	2	2	0	1	0	1	0	1	2	1	1	1	0	0	0	0
OTU_1418	0	1	0	0	0	2	0	1	1	0	1	0	0	0	1	1	0	2
OTU_843	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	3	0
OTU_1970	0	0	0	1	0	1	1	1	1	0	0	2	0	1	3	0	0	0
OTU_1689	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1042	0	1	1	0	1	2	1	0	1	0	1	0	1	1	1	0	1	0
OTU_2637	2	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	2	8
OTU_830	2	1	2	2	0	1	1	0	0	1	0	1	1	0	0	1	0	0
OTU_871	0	0	0	3	0	0	2	2	2	2	0	0	1	1	0	7	0	0
OTU_2019	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_1462	1	0	0	11	0	0	0	1	0	0	0	0	3	1	0	1	8	1
OTU_741	1	0	11	0	1	0	0	3	2	1	0	0	1	0	0	4	1	0
OTU_1803	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0
OTU_1298	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU_2661	2	1	1	1	0	0	1	0	0	0	0	1	5	0	0	0	0	0
OTU_1785	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	1
OTU_2653	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1
OTU_1857	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2796	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0
OTU_1107	4	0	0	0	0	0	1	0	0	4	0	0	1	3	0	0	2	0
OTU_1231	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1080	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0
OTU_2645	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_1419	0	0	1	0	0	0	0	2	1	0	0	0	2	0	0	2	0	1
OTU_2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
OTU_1815	0	0	0	3	0	0	0	0	0	0	0	1	3	0	0	0	4	2
OTU_1060	0	0	1	2	0	0	0	0	0	0	0	0	4	0	0	0	4	0
OTU_2288	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0
OTU_2761	0	0	0	3	0	1	0	0	0	0	0	0	3	1	0	1	2	0
OTU_1409	1	0	2	1	1	0	2	1	0	0	0	0	0	0	0	2	1	0
OTU_1093	1	1	1	3	0	0	0	0	0	0	0	0	4	0	1	0	2	0
OTU_2184	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1
OTU_1371	4	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0
OTU_813	0	1	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0
OTU_2048	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
OTU_2182	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1942	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1488	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2333	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0
OTU_1304	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3
OTU_1996	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_2610	0	0	4	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0
OTU_2505	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
OTU_1850	0	0	1	2	0	0	1	0	0	0	0	0	2	0	0	0	5	2
OTU_2657	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1430	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	1	0
OTU_1120	0	0	0	7	0	0	0	2	0	0	0	0	5	0	0	2	14	0
OTU_2530	0	0	0	0	2	0	0	0	8	0	0	0	0	0	1	0	0	0
OTU_2730	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_2600	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_757	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
OTU_1877	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0
OTU_607	0	0	13	0	0	0	0	8	0	0	0	0	1	0	0	11	0	0
OTU_2441	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
OTU_2642	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2150	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1
OTU_2482	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU_1727	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0
OTU_2641	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_1674	1	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	2	0
OTU_2233	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU_2598	0	1	1	0	1	0	1	0	0	0	0	0	2	0	0	2	1	0
OTU_2497	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0
OTU_1777	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU_1277	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0
OTU_2128	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_2632	0	0	0	1	0	0	1	0	2	0	0	2	2	1	1	1	1	2
OTU_2511	0	0	0	2	0	0	1	0	0	0	3	1	4	3	0	0	0	1
OTU_2571	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
OTU_2116	0	0	0	3	0	1	0	2	0	0	1	0	1	0	1	0	2	1
OTU_1841	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1569	0	1	0	2	0	0	0	1	1	0	1	0	0	0	0	0	2	1
OTU_1968	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2654	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_2795	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1237	0	0	0	2	0	0	0	0	0	0	2	1	6	0	0	0	0	2
OTU_1212	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_1222	2	3	2	0	0	1	0	2	1	0	2	3	1	0	0	0	0	1
OTU_1907	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1326	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0
OTU_1448	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_795	0	1	0	0	4	1	0	0	0	1	2	0	0	0	4	0	0	0
OTU_2066	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	2	0
OTU_2155	1	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	1
OTU_1950	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_730	1	2	0	8	0	0	0	0	0	0	0	0	4	0	7	0	6	2
OTU_1121	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0
OTU_2582	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
OTU_1520	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_1309	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1
OTU_935	0	0	0	3	0	0	0	0	0	0	0	0	9	0	0	0	1	0
OTU_2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1891	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
OTU_2462	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2471	0	0	2	1	1	1	0	2	0	0	0	1	0	1	0	1	0	1
OTU_2159	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1986	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1392	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_945	0	0	0	5	0	0	1	0	0	0	1	0	4	0	0	0	2	0
OTU_2750	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0
OTU_1615	0	0	1	2	1	0	0	1	0	0	1	1	1	0	0	1	0	1
OTU_1876	2	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0
OTU_2005	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	2	0
OTU_1365	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1229	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1
OTU_1704	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2401	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU_1184	0	0	1	2	0	1	0	1	0	0	0	0	4	1	0	0	2	1
OTU_2302	0	0	2	1	0	1	1	1	1	0	0	2	1	2	1	2	2	0
OTU_1556	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1
OTU_2115	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_1656	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1743	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_2535	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0
OTU_1828	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_2388	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1765	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1678	0	0	0	2	0	1	0	1	1	0	0	0	0	2	1	0	1	2
OTU_2214	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1346	1	1	5	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
OTU_2501	1	1	0	1	0	0	0	5	2	0	0	1	0	0	0	0	0	0
OTU_971	0	1	0	1	2	0	1	0	1	2	1	0	3	0	1	2	3	0
OTU_1870	0	0	3	0	0	0	0	3	0	1	0	0	0	0	0	3	0	0
OTU_2627	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0
OTU_2524	7	0	0	0	2	0	2	0	0	0	0	1	0	1	2	0	0	0
OTU_857	0	1	0	2	0	0	1	0	1	0	0	0	0	3	0	0	0	0
OTU_1676	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1965	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
OTU_1854	0	0	7	0	0	0	0	5	1	0	0	0	0	0	0	6	0	0
OTU_1855	2	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0
OTU_1182	1	2	0	6	1	1	2	7	1	3	0	0	3	1	2	1	2	1
OTU_980	0	0	0	2	1	0	1	0	1	0	1	2	4	1	0	1	5	0
OTU_2027	0	1	0	2	1	2	0	1	1	0	0	2	3	1	1	0	0	2
OTU_925	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2573	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1
OTU_1286	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1232	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0
OTU_938	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_1899	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	3	3
OTU_989	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	1	0
OTU_2776	2	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0
OTU_2509	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1
OTU_815	0	0	0	9	0	0	0	1	0	0	1	0	4	0	0	0	8	0
OTU_2407	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_2228	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
OTU_845	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	3
OTU_2108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_2381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2164	3	2	0	0	4	1	1	0	4	1	1	0	0	0	0	0	4	1
OTU_2669	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_2716	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0
OTU_1057	1	0	0	0	0	0	0	1	0	0	1	4	0	7	0	0	0	0
OTU_1439	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
OTU_899	2	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	3	0
OTU_1440	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0
OTU_1034	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2
OTU_751	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_1670	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
OTU_1929	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU_1010	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1661	3	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	2
OTU_2606	0	0	0	0	0	0	0	0	0	0	2	1	0	4	0	0	0	0
OTU_2765	0	0	0	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_898	0	0	6	0	0	0	1	1	0	0	0	0	0	1	0	6	0	0
OTU_1883	4	1	1	1	1	2	3	0	0	0	1	0	1	1	3	0	3	0
OTU_1602	0	0	1	2	0	0	0	2	0	0	2	0	3	0	0	0	2	0
OTU_1258	0	0	1	3	0	0	0	3	0	0	0	0	3	0	0	0	1	0
OTU_2007	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2096	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1018	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	1	4	0
OTU_1941	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1161	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	4	1	0
OTU_1892	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1
OTU_2330	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
OTU_1070	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2700	0	0	6	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0
OTU_1135	0	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0
OTU_1963	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0
OTU_2275	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
